,START_X,END_X,START_Y,END_Y
361,5412646.1568,5412650.4963,4194723.8722,4194721.5342
362,5401036.189,5401036.6271,4195184.502,4195184.205
363,5348124.0771,5348124.623,4230482.4202,4230481.4057
364,5421707.0456,5421708.2016,4191862.0072,4191863.5277
365,5432084.4585,5432085.1667,4177539.6112,4177539.3178
366,5433088.7448,5433088.8716,4178739.4335,4178735.1375
367,5423689.8964,5423688.0391,4173570.0341,4173566.3464
368,5378774.4627,5378775.5679,4204712.5091,4204712.4534
369,5438643.88,5438643.866,4187184.0983,4187183.1332
370,5434593.8502,5434594.5145,4184036.7068,4184036.3657
371,5435211.5248,5435212.4882,4189900.0541,4189900.3321
372,5435642.9781,5435643.8338,4188265.3915,4188264.4967
373,5426534.6972,5426535.3522,4175515.8242,4175516.0949
374,5424164.2877,5424163.7866,4192713.3746,4192712.6701
375,5420825.375,5420825.0444,4176135.725,4176134.7418
376,5432305.2902,5432304.5008,4178166.7308,4178166.0007
377,5432239.8432,5432239.55,4178129.2901,4178128.5611
378,5431665.8202,5431666.4619,4177862.7186,4177861.7256
379,5427712.4046,5427712.9401,4188705.1933,4188706.1329
380,5399680.1152,5399679.1071,4201894.4768,4201893.8419
381,5428497.0805,5428497.1491,4181574.0787,4181574.4751
382,5421909.2183,5421909.9849,4188540.4544,4188540.1202
383,5373514.4016,5373513.8958,4187887.892,4187887.2576
384,5440129.9024,5440129.9829,4183523.8985,4183523.3979
385,5380243.6562,5380242.6867,4232881.4402,4232881.8065
386,5371251.1428,5371251.1523,4188628.6176,4188628.2741
387,5425906.9789,5425907.4101,4191009.6555,4191008.9329
388,5420606.1353,5420605.831,4173463.4639,4173464.1335
389,5418831.7064,5418832.4794,4172816.3906,4172816.4241
390,5419859.1597,5419858.0325,4171188.9932,4171188.3902
391,5420027.5456,5420027.0608,4170925.6748,4170926.1803
392,5417163.8283,5417164.0373,4170227.3365,4170228.2097
393,5417308.506,5417308.0693,4171087.591,4171087.7723
394,5417425.6355,5417426.3167,4171559.8643,4171559.6853
395,5424239.5855,5424239.3631,4172028.2072,4172028.9423
396,5425825.8726,5425825.2054,4175037.64,4175038.3802
397,5427754.4798,5427755.0422,4176085.8061,4176086.1864
398,5427339.6193,5427338.8267,4177959.3927,4177960.0545
399,5428885.2412,5428885.0084,4179562.0651,4179562.8054
400,5429606.7812,5429607.403,4180891.0713,4180891.0978
401,5419890.9962,5419891.0676,4186916.0105,4186916.6393
402,5432263.5934,5432263.1742,4182106.292,4182105.4966
403,5431689.2986,5431689.0441,4182334.0326,4182333.0921
404,5431396.4809,5431397.3496,4182869.9134,4182870.2949
405,5432984.1097,5432984.5821,4185232.2209,4185232.6874
406,5378449.523,5378449.7109,4204740.4487,4204741.0514
407,5377690.2046,5377689.5438,4204676.3852,4204675.83
408,5366091.4524,5366092.0251,4194160.9849,4194161.1959
409,5364931.2306,5364930.6824,4197061.357,4197061.0688
410,5364705.5038,5364706.0818,4197565.9823,4197566.2272
411,5365335.1885,5365335.7331,4199180.0131,4199180.0219
412,5389178.9006,5389179.4296,4211194.5985,4211195.1991
413,5387410.4227,5387410.3372,4192992.982,4192992.2501
414,5381645.3154,5381645.2855,4203529.9886,4203530.6844
415,5429268.4064,5429267.7247,4176894.1913,4176893.7877
416,5377655.824,5377655.6934,4205630.7626,4205631.4445
417,5390983.4434,5390984.0933,4189565.8218,4189565.0628
418,5427630.6393,5427630.8526,4198753.3458,4198752.2791
419,5385536.0595,5385536.5146,4189664.2269,4189663.9642
420,5364329.6051,5364330.4347,4247637.6949,4247637.1589
421,5427496.4576,5427495.7258,4189914.2256,4189914.9177
422,5336189.8637,5336194.9151,4235390.1412,4235391.3127
423,5370130.6774,5370131.1898,4218112.8582,4218109.2928
424,5400231.5251,5400227.0683,4224244.1246,4224244.7435
425,5428835.7849,5428835.7927,4177561.9878,4177561.8764
426,5379238.2687,5379237.3943,4241021.8235,4241021.3427
427,5387898.5727,5387902.1752,4193310.2926,4193318.0242
428,5422172.1699,5422171.1881,4175255.9008,4175256.5573
429,5394615.2201,5394613.1467,4210671.0337,4210674.9576
430,5425078.0732,5425077.3792,4175451.9222,4175452.468
431,5362329.4618,5362325.3083,4214750.5607,4214752.0416
432,5431136.5728,5431133.2346,4177976.754,4177980.8772
433,5426190.0175,5426197.2063,4190266.6767,4190268.3077
434,5421548.3205,5421553.4061,4198681.1683,4198682.6486
435,5421839.0089,5421842.8643,4195849.7933,4195848.6242
436,5420675.1668,5420672.9833,4203477.3706,4203479.4963
437,5435832.3681,5435831.7949,4187151.078,4187151.3225
438,5383099.111,5383095.9326,4223208.1667,4223209.8456
439,5367502.1228,5367502.542,4201285.8422,4201289.1266
440,5427628.5556,5427630.2314,4187536.8836,4187538.8478
441,5403442.5881,5403442.9392,4195559.2914,4195557.2083
442,5403449.2913,5403452.0161,4195518.3481,4195520.8295
443,5390992.3848,5390995.0185,4189144.4916,4189140.837
444,5422860.7518,5422857.7569,4191318.5003,4191322.6318
445,5416826.3902,5416827.8615,4195386.4053,4195389.1965
446,5378859.546,5378860.313,4204716.0218,4204718.8728
447,5423851.9654,5423853.2674,4192030.4265,4192029.3865
448,5413007.2066,5413008.773,4210501.3038,4210499.4226
449,5349056.5011,5349057.6308,4228070.9432,4228071.2107
450,5433203.7866,5433205.2571,4178805.4199,4178806.1997
451,5428366.097,5428366.1869,4198929.721,4198930.7503
452,5364182.3537,5364182.3851,4190161.045,4190159.9632
453,5420118.5772,5420119.724,4170977.5333,4170978.3678
454,5390719.2996,5390720.1722,4235234.9259,4235232.5859
455,5425092.8429,5425093.1717,4193002.6677,4193002.1192
456,5420119.1926,5420119.1986,4170973.2863,4170973.0795
457,5437949.035,5437949.6448,4187270.9239,4187271.8141
458,5426911.3113,5426911.6982,4175031.6488,4175030.9558
459,5419857.2249,5419856.2626,4176134.0392,4176133.7191
460,5433650.2413,5433649.7659,4193197.5893,4193196.7351
461,5431811.9852,5431812.9096,4183030.1179,4183030.1369
462,5432332.6735,5432331.8665,4178182.4709,4178182.145
463,5423832.4704,5423832.2782,4192062.0598,4192061.3538
464,5434191.1166,5434191.7394,4178549.1517,4178548.2792
465,5431805.2393,5431805.5836,4178128.5727,4178127.4543
466,5379454.6046,5379454.0543,4230110.8522,4230110.1729
467,5395771.0418,5395770.8323,4228422.587,4228422.0093
468,5379778.9848,5379779.411,4192465.5821,4192464.5855
469,5430742.9893,5430743.8202,4189202.9198,4189202.7523
470,5348821.4044,5348822.145,4227896.976,4227896.2588
471,5420018.8969,5420018.4366,4193383.6061,4193382.6809
472,5404976.0917,5404976.1553,4195936.6203,4195937.268
473,5374208.9104,5374211.8194,4206460.0859,4206459.702
474,5422307.1973,5422306.8496,4196694.6961,4196694.1908
475,5420984.4484,5420984.174,4203366.1774,4203365.6517
476,5372297.9949,5372297.492,4186995.6036,4186994.9202
477,5376499.7665,5376499.1378,4227882.8848,4227883.301
478,5373471.5515,5373472.0305,4187595.3665,4187594.6175
479,5425674.7136,5425675.1404,4190835.6758,4190836.073
480,5426169.441,5426169.9763,4190383.0981,4190383.3387
481,5420994.6541,5420995.0589,4199794.2466,4199794.4819
482,5421662.0166,5421661.9977,4176228.7376,4176227.9749
483,5421642.6267,5421643.3557,4176062.6994,4176062.0066
484,5422774.519,5422773.9774,4176058.1932,4176059.0832
485,5421584.4404,5421584.3139,4171842.0209,4171842.2329
486,5423323.7988,5423323.6353,4174350.2951,4174351.0985
487,5426150.7922,5426150.3724,4176045.4482,4176046.0509
488,5423479.4122,5423479.4133,4171752.0885,4171752.9462
489,5425716.7177,5425716.9805,4174951.7639,4174951.3546
490,5426451.9986,5426452.4794,4178766.0399,4178766.5683
491,5428795.1379,5428795.9719,4180042.1885,4180042.5367
492,5429298.5094,5429299.0515,4181679.25,4181678.7459
493,5430048.1919,5430048.2207,4180870.3003,4180869.4432
494,5428932.628,5428933.2642,4182802.4193,4182802.8403
495,5429950.8537,5429950.5386,4176466.5289,4176467.4384
496,5431504.0766,5431504.5876,4189168.3601,4189167.825
497,5365132.1463,5365132.8617,4196397.5165,4196397.4915
498,5364644.2006,5364643.7018,4197678.2431,4197677.9717
499,5382854.793,5382855.5785,4222782.8229,4222782.7809
500,5381948.62,5381948.335,4223061.8278,4223060.955
501,5378111.9061,5378111.5112,4219191.2145,4219190.5476
502,5386203.3431,5386203.1204,4214045.0035,4214044.4051
503,5384374.5784,5384374.8482,4207718.1063,4207717.4637
504,5427172.3888,5427172.7764,4198724.192,4198724.8665
505,5378756.3999,5378755.6279,4208146.0757,4208146.3556
506,5385598.5912,5385599.2343,4240632.5116,4240632.9329
507,5402429.4751,5402429.1783,4190252.884,4190252.8511
508,5435121.4586,5435121.3465,4176330.4106,4176329.7213
509,5382288.0761,5382283.576,4237396.4753,4237398.5511
510,5440704.9232,5440705.1953,4184220.6768,4184221.1072
511,5428035.7639,5428035.9049,4198151.1783,4198150.8038
512,5368650.7168,5368650.9109,4183540.1895,4183538.1255
513,5390469.1852,5390474.5085,4193925.5405,4193924.8639
514,5431560.9155,5431560.3329,4182015.7124,4182019.3412
515,5362112.3592,5362117.8015,4215091.3851,4215090.7021
516,5427496.529,5427490.5921,4176711.8145,4176713.5811
517,5431104.8454,5431104.4751,4178657.3796,4178658.0877
518,5423975.479,5423976.0527,4192596.652,4192593.9346
519,5428877.7818,5428877.9245,4177590.0124,4177589.8241
520,5432504.0295,5432503.7121,4178918.8546,4178921.359
521,5362384.4052,5362385.0382,4213461.3128,4213457.817
522,5362000.4767,5361999.8517,4213655.6382,4213652.9341
523,5349182.1747,5349182.5235,4231094.265,4231092.35
524,5426316.4893,5426317.1174,4194734.1092,4194731.7147
525,5441723.9897,5441722.7915,4182965.333,4182963.6113
526,5374400.7751,5374404.7778,4247248.9996,4247247.8041
527,5424424.5213,5424426.879,4191337.0152,4191340.0669
528,5422827.3019,5422823.0826,4194487.291,4194489.3469
529,5387715.3309,5387717.478,4213333.9496,4213331.7241
530,5386307.3581,5386307.0245,4193308.7452,4193307.7766
531,5427281.036,5427282.4603,4178012.3887,4178010.5212
532,5373203.5183,5373203.5515,4206316.1624,4206316.0218
533,5392600.1921,5392596.2708,4247441.0074,4247441.6168
534,5435169.9674,5435170.4366,4187569.7846,4187570.4992
535,5423694.8846,5423700.2533,4192070.7355,4192070.2357
536,5423872.6442,5423873.0349,4173964.6742,4173967.076
537,5402589.2371,5402586.0818,4203090.1694,4203093.8883
538,5348034.5496,5348035.4368,4230508.4109,4230507.7243
539,5350638.5974,5350639.2541,4232126.0007,4232125.3858
540,5429319.4303,5429325.4455,4180012.806,4180015.8867
541,5424047.2104,5424046.9843,4191907.8175,4191906.8213
542,5422597.4292,5422600.4111,4190788.2513,4190786.6462
543,5424954.5727,5424954.0723,4193207.0135,4193206.4846
544,5424272.136,5424271.5343,4192358.8907,4192358.3499
545,5431339.039,5431340.1088,4175031.9782,4175032.1238
546,5436393.1761,5436393.976,4188343.2133,4188342.5301
547,5425716.697,5425716.3218,4174018.4669,4174017.6591
548,5427892.8273,5427893.6699,4175422.5275,4175423.1419
549,5433460.4338,5433460.4892,4194991.8063,4194991.2242
550,5433789.6091,5433790.5383,4187565.2761,4187564.9302
551,5422248.4094,5422248.0619,4196857.9551,4196857.5486
552,5432631.7684,5432631.8446,4177913.0233,4177913.6167
553,5431368.3773,5431368.9999,4177562.9301,4177562.1286
554,5431600.6956,5431601.0311,4177825.6962,4177824.8232
555,5334993.4038,5334994.0718,4229536.8915,4229537.1601
556,5396592.9408,5396593.3055,4224598.1887,4224597.3025
557,5349062.3782,5349063.3975,4228074.353,4228073.9991
558,5430557.3687,5430557.9191,4184018.2862,4184018.545
559,5390493.5649,5390492.5373,4196382.2171,4196381.7847
560,5400776.5231,5400777.6024,4203793.444,4203794.1775
561,5396174.6864,5396175.5039,4200283.7241,4200281.9556
562,5409633.3825,5409633.9506,4215097.2747,4215096.3641
563,5407488.7989,5407488.3135,4209107.7246,4209108.2291
564,5440194.2923,5440193.5729,4182358.4732,4182358.6195
565,5432191.1833,5432190.5625,4178515.9542,4178515.6521
566,5427813.768,5427812.8675,4200047.489,4200047.2427
567,5424578.0544,5424578.1808,4173946.1,4173945.5085
568,5411684.7224,5411684.4889,4195101.8788,4195100.8632
569,5378648.254,5378648.932,4241676.7137,4241676.8945
570,5421301.7298,5421301.6214,4176286.5958,4176285.7382
571,5421082.3652,5421081.2661,4175738.204,4175738.2128
572,5422155.7798,5422154.9411,4173327.7116,4173327.3125
573,5420108.7827,5420108.6971,4170972.7282,4170973.3782
574,5420166.0867,5420166.0466,4171003.6773,4171004.712
575,5416951.3458,5416951.3294,4171174.7993,4171173.7972
576,5417826.2411,5417827.0257,4170707.489,4170707.2494
577,5424347.3624,5424346.9063,4174977.2928,4174978.1706
578,5423343.7344,5423343.7356,4171761.2303,4171760.6015
579,5428569.5466,5428568.508,4181228.465,4181228.2405
580,5428484.0028,5428483.1388,4181780.7436,4181780.5691
581,5429833.0415,5429832.5431,4178130.8919,4178131.6103
582,5419210.1049,5419209.3688,4187567.9505,4187568.2091
583,5433026.4018,5433026.1413,4179732.3695,4179732.7979
584,5432818.7073,5432818.8819,4181860.9212,4181861.5923
585,5431173.9693,5431173.564,4184313.1297,4184313.9625
586,5377259.5452,5377260.0366,4205393.6986,4205393.2598
587,5433989.8139,5433989.7101,4185286.3821,4185285.6823
588,5430754.1559,5430753.431,4178643.3147,4178643.8143
589,5427025.6411,5427025.0821,4201087.2316,4201087.3548
590,5366091.4524,5366090.9899,4194160.9849,4194160.688
591,5365410.5525,5365411.4224,4195455.8333,4195456.282
592,5365268.722,5365269.4006,4195933.3479,4195933.6226
593,5365361.4037,5365362.3395,4196638.6667,4196638.1725
594,5381235.4165,5381235.138,4223141.0767,4223140.2223
595,5384102.073,5384102.1118,4215094.497,4215095.4394
596,5387117.2843,5387116.7417,4213546.7424,4213547.5643
597,5389457.5121,5389456.5741,4210465.0515,4210464.8143
598,5390077.8516,5390078.2492,4193522.5452,4193522.2025
599,5369962.1053,5369962.6886,4218141.9092,4218141.4584
600,5381484.0221,5381483.7199,4203949.8827,4203949.0571
601,5433088.263,5433087.5031,4177550.9771,4177550.5939
602,5377744.046,5377746.2103,4204771.6037,4204769.9209
603,5422388.5763,5422387.4696,4196691.8417,4196691.1641
604,5376631.1506,5376630.1905,4253331.0019,4253331.0728
605,5385691.803,5385692.6723,4189483.3851,4189481.2424
606,5368536.3456,5368540.8886,4215657.4913,4215665.163
607,5422295.3199,5422298.9073,4193468.0182,4193467.3818
608,5413649.7838,5413649.7672,4212591.3004,4212591.8954
609,5413207.0866,5413207.606,4195061.1352,4195060.9069
610,5422369.2975,5422368.464,4172601.2761,4172601.6872
611,5423111.0903,5423111.368,4192435.993,4192435.5692
612,5433033.1212,5433033.8745,4177652.3276,4177652.7191
613,5421699.7564,5421700.0361,4174690.2046,4174690.4947
614,5421348.4197,5421344.7909,4175335.3534,4175331.0966
615,5409796.495,5409797.8156,4214011.1675,4214012.2902
616,5380509.9997,5380512.3463,4233109.7389,4233104.1108
617,5377613.3132,5377613.8078,4205199.4239,4205200.1208
618,5362702.8704,5362708.9284,4233581.3032,4233579.9818
619,5378161.7408,5378159.5975,4240551.7931,4240555.5559
620,5360830.6463,5360830.1182,4214277.2145,4214274.771
621,5372184.3,5372183.4967,4197994.6458,4197992.1968
622,5422201.6666,5422202.5447,4193416.3291,4193418.1453
623,5360237.0275,5360234.5992,4242347.9054,4242351.3788
624,5416598.5444,5416599.8251,4171305.0056,4171300.7538
625,5419352.7965,5419353.4868,4202759.1655,4202755.1994
626,5406621.694,5406620.936,4216455.3543,4216452.4055
627,5422954.8179,5422959.2235,4194677.9734,4194673.6134
628,5396765.1287,5396765.809,4200339.1152,4200337.2646
629,5349056.7712,5349057.1861,4228071.867,4228069.9963
630,5348377.731,5348378.9605,4230251.3611,4230249.9088
631,5414511.5195,5414512.2091,4205877.5374,4205873.8661
632,5412957.6523,5412955.211,4205682.9226,4205680.3936
633,5440798.8719,5440799.6996,4198773.6836,4198768.748
634,5379416.4928,5379413.5534,4240734.7884,4240732.0722
635,5425020.5178,5425020.0187,4193106.4878,4193105.5213
636,5420118.5772,5420119.1476,4170977.5333,4170976.8459
637,5425278.0573,5425277.055,4173943.5879,4173942.9391
638,5426791.6011,5426792.342,4174487.6989,4174488.03
639,5420191.3243,5420191.0206,4171549.7889,4171548.9061
640,5431528.3023,5431528.4158,4177786.0585,4177784.8962
641,5390133.3517,5390132.6912,4193047.2782,4193046.3672
642,5405178.9245,5405179.392,4216677.3593,4216677.1111
643,5427430.8552,5427431.5969,4189657.1274,4189656.0479
644,5427707.4612,5427708.1476,4190186.9139,4190186.7019
645,5431067.0673,5431081.6486,4192695.7204,4192695.2481
646,5436033.3597,5436033.5789,4203170.6662,4203169.7049
647,5422454.3087,5422449.0214,4191018.4642,4191015.4334
648,5400119.5567,5400118.5698,4197061.0767,4197063.5247
649,5377523.8425,5377524.5031,4195687.9116,4195688.2804
650,5343504.5456,5343502.4638,4248290.8328,4248289.2735
651,5420226.7321,5420225.9916,4204768.1265,4204765.8136
652,5431222.7065,5431222.0615,4189793.4731,4189793.896
653,5407229.9258,5407228.7958,4209302.5248,4209302.7655
654,5424771.2762,5424771.8046,4174519.8448,4174520.5159
655,5430673.6506,5430672.7811,4197887.1164,4197887.6385
656,5424548.2759,5424547.959,4174005.0187,4174005.5064
657,5421018.6102,5421018.1441,4176386.728,4176386.0376
658,5420701.566,5420700.6967,4174514.0781,4174514.8371
659,5420242.6409,5420243.2311,4174828.3655,4174827.6541
660,5421763.6899,5421762.795,4174617.1883,4174616.4991
661,5420857.6459,5420857.3686,4173248.6036,4173247.5788
662,5416664.6367,5416664.8734,4171275.9176,4171276.63
663,5423696.8116,5423696.3668,4174588.1773,4174589.0764
664,5424670.1119,5424669.2373,4176241.5489,4176241.6347
665,5423750.54,5423750.1045,4171741.1096,4171740.233
666,5425108.3609,5425107.7413,4172434.0401,4172434.1666
667,5425726.6827,5425727.0587,4174564.4826,4174563.874
668,5427491.5338,5427492.0417,4176377.8885,4176377.2689
669,5427491.2,5427491.2501,4174323.7255,4174322.8075
670,5427645.5811,5427646.5859,4176150.7986,4176150.7533
671,5427410.0787,5427410.8421,4177377.1198,4177377.1421
672,5428058.0194,5428057.3632,4177233.542,4177234.433
673,5428622.2975,5428623.1643,4180944.9924,4180945.047
674,5429807.1766,5429807.2427,4176448.5908,4176447.6011
675,5430372.3699,5430371.4302,4176509.0809,4176509.0441
676,5433001.4503,5433001.2633,4181716.4941,4181715.5774
677,5430974.5191,5430973.7648,4183388.1999,4183387.5901
678,5377312.5553,5377312.9862,4205017.6989,4205016.7759
679,5366543.7769,5366544.0625,4194638.0807,4194637.6288
680,5365816.9344,5365816.6139,4193942.2438,4193943.0598
681,5382902.3379,5382902.1893,4222783.416,4222782.074
682,5422833.5865,5422834.4467,4194511.6188,4194510.9237
683,5429354.9345,5429354.1981,4174847.3589,4174846.8771
684,5390044.568,5390044.7192,4237310.8547,4237311.0276
685,5380634.5345,5380634.2358,4238625.0279,4238624.1177
686,5431436.5331,5431436.857,4199841.0241,4199841.316
687,5433087.5031,5433075.5207,4177550.5939,4177546.9175
688,5426878.728,5426877.8545,4194911.5384,4194911.4957
689,5380447.5457,5380431.6027,4192798.5043,4192786.6804
690,5426089.9877,5426090.103,4174694.1549,4174692.9554
691,5367409.9569,5367405.7805,4202461.1122,4202458.2025
692,5392412.3326,5392412.7635,4247224.629,4247228.3568
693,5415073.0809,5415073.0001,4215467.5883,4215468.4602
694,5427140.4404,5427141.2494,4190266.391,4190267.5845
695,5426919.4928,5426922.5064,4194588.623,4194582.0612
696,5364548.0275,5364548.0707,4219717.4783,4219716.8192
697,5399574.0068,5399574.6292,4223431.4587,4223431.8277
698,5404220.1479,5404219.5683,4195485.7747,4195490.4854
699,5423776.9843,5423778.0931,4172960.6399,4172957.3661
700,5423640.9363,5423641.4208,4173287.5104,4173286.8712
701,5390526.6921,5390527.5438,4185204.0549,4185204.5055
702,5432891.05,5432888.8349,4179127.056,4179129.3539
703,5430448.1041,5430446.591,4188839.6553,4188843.8832
704,5364104.7046,5364112.3541,4225160.1119,4225158.5265
705,5361844.4486,5361851.0072,4231364.0628,4231360.4216
706,5395603.5294,5395600.1879,4241269.3658,4241271.2639
707,5433125.6142,5433128.5054,4177483.063,4177482.7153
708,5405304.636,5405306.0587,4196009.267,4196003.1879
709,5431826.0648,5431825.3561,4196255.0357,4196258.9832
710,5429946.2207,5429942.8598,4188739.8109,4188743.2497
711,5404735.4676,5404735.8754,4216809.7892,4216808.1568
712,5393170.255,5393173.648,4232354.7793,4232352.0573
713,5364643.1865,5364643.7033,4218794.7213,4218792.4922
714,5397679.2812,5397684.9996,4194255.9012,4194254.5748
715,5400685.2895,5400687.4605,4203630.706,4203627.9154
716,5399235.1142,5399232.3072,4204324.8997,4204326.6958
717,5403452.0161,5403451.6521,4195520.8295,4195521.9176
718,5422135.7835,5422136.1509,4172081.1863,4172080.8216
719,5432928.669,5432920.2375,4178375.9671,4178378.1801
720,5421469.1697,5421468.1536,4171772.8441,4171776.0023
721,5418658.7519,5418658.3019,4195276.8494,4195274.1255
